日期,销售额,订单数,客单价,类别,渠道
2024-06-18,18167.38,94,193.27,美妆,APP
2024-06-19,7467.83,146,51.15,电子产品,线上
2024-06-19,20098.89,126,159.51,电子产品,线下
2024-06-19,14125.91,98,144.14,电子产品,小程序
2024-06-19,16815.66,106,158.64,电子产品,APP
2024-06-19,16795.64,129,130.2,服装,线上
2024-06-19,16436.39,53,310.12,服装,线下
2024-06-19,14872.35,107,138.99,服装,小程序
2024-06-19,18594.46,52,357.59,服装,APP
2024-06-19,11818.87,141,83.82,图书,线上
2024-06-19,5973.17,134,44.58,图书,线下
2024-06-19,11827.28,83,142.5,图书,小程序
2024-06-19,8764.58,103,85.09,图书,APP
2024-06-19,17898.66,100,178.99,家居,线上
2024-06-19,16860.73,141,119.58,家居,线下
2024-06-19,19778.11,107,184.84,家居,小程序
2024-06-19,15780.04,104,151.73,家居,APP
2024-06-19,18090.33,52,347.89,食品,线上
2024-06-19,23186.38,78,297.26,食品,线下
2024-06-19,18276.81,80,228.46,食品,小程序
2024-06-19,20283.93,83,244.38,食品,APP
2024-06-19,14089.3,140,100.64,美妆,线上
2024-06-19,21757.27,100,217.57,美妆,线下
2024-06-19,14516.08,44,329.91,美妆,小程序
2024-06-19,12096.92,57,212.23,美妆,APP
2024-06-20,16728.75,40,418.22,电子产品,线上
2024-06-20,14921.63,138,108.13,电子产品,线下
2024-06-20,16326.48,88,185.53,电子产品,小程序
2024-06-20,6068.82,119,51.0,电子产品,APP
2024-06-20,19674.38,90,218.6,服装,线上
2024-06-20,18419.63,113,163.01,服装,线下
2024-06-20,21021.32,35,600.61,服装,小程序
2024-06-20,13859.07,77,179.99,服装,APP
2024-06-20,16909.96,103,164.17,图书,线上
2024-06-20,11607.56,143,81.17,图书,线下
2024-06-20,15546.7,89,174.68,图书,小程序
2024-06-20,23106.55,144,160.46,图书,APP
2024-06-20,23654.54,71,333.16,家居,线上
2024-06-20,20568.7,68,302.48,家居,线下
2024-06-20,23126.81,50,462.54,家居,小程序
2024-06-20,10448.1,35,298.52,家居,APP
2024-06-20,18871.3,69,273.5,食品,线上
2024-06-20,14811.84,149,99.41,食品,线下
2024-06-20,10196.04,116,87.9,食品,小程序
2024-06-20,12887.15,22,585.78,食品,APP
2024-06-20,10497.07,72,145.79,美妆,线上
2024-06-20,7545.87,26,290.23,美妆,线下
2024-06-20,5339.16,127,42.04,美妆,小程序
2024-06-20,6294.48,139,45.28,美妆,APP
2024-06-21,19718.11,57,345.93,电子产品,线上
2024-06-21,13391.85,117,114.46,电子产品,线下
2024-06-21,15478.98,133,116.38,电子产品,小程序
2024-06-21,19384.89,47,412.44,电子产品,APP
2024-06-21,22814.93,136,167.76,服装,线上
2024-06-21,10109.93,136,74.34,服装,线下
2024-06-21,10279.34,52,197.68,服装,小程序
2024-06-21,11010.57,24,458.77,服装,APP
2024-06-21,7187.48,103,69.78,图书,线上
2024-06-21,15427.29,114,135.33,图书,线下
2024-06-21,7530.37,116,64.92,图书,小程序
2024-06-21,15380.24,131,117.41,图书,APP
2024-06-21,17229.44,121,142.39,家居,线上
2024-06-21,8227.09,28,293.82,家居,线下
2024-06-21,17177.4,102,168.41,家居,小程序
2024-06-21,15677.98,30,522.6,家居,APP
2024-06-21,21783.79,34,640.7,食品,线上
2024-06-21,18698.95,53,352.81,食品,线下
2024-06-21,14352.8,37,387.91,食品,小程序
2024-06-21,7494.97,46,162.93,食品,APP
2024-06-21,14854.57,80,185.68,美妆,线上
2024-06-21,6571.3,112,58.67,美妆,线下
2024-06-21,23495.72,106,221.66,美妆,小程序
2024-06-21,6365.61,107,59.49,美妆,APP
2024-06-22,19311.95,146,132.27,电子产品,线上
2024-06-22,12552.9,35,358.65,电子产品,线下
2024-06-22,14947.86,121,123.54,电子产品,小程序
2024-06-22,18226.31,42,433.96,电子产品,APP
2024-06-22,20537.48,134,153.26,服装,线上
2024-06-22,7893.04,86,91.78,服装,线下
2024-06-22,9211.62,34,270.93,服装,小程序
2024-06-22,17264.85,26,664.03,服装,APP
2024-06-22,5836.57,77,75.8,图书,线上
2024-06-22,14060.53,30,468.68,图书,线下
2024-06-22,9049.63,79,114.55,图书,小程序
2024-06-22,23153.99,55,420.98,图书,APP
2024-06-22,14482.92,102,141.99,家居,线上
2024-06-22,12301.39,121,101.66,家居,线下
2024-06-22,5195.43,94,55.27,家居,小程序
2024-06-22,14321.68,126,113.66,家居,APP
2024-06-22,15437.03,30,514.57,食品,线上
2024-06-22,8685.39,29,299.5,食品,线下
2024-06-22,8853.5,145,61.06,食品,小程序
2024-06-22,4961.89,40,124.05,食品,APP
2024-06-22,16045.85,114,140.75,美妆,线上
2024-06-22,14648.18,62,236.26,美妆,线下
2024-06-22,12487.72,58,215.31,美妆,小程序
2024-06-22,15170.73,92,164.9,美妆,APP
2024-06-23,9987.54,115,86.85,电子产品,线上
2024-06-23,14737.45,60,245.62,电子产品,线下
2024-06-23,21011.88,85,247.2,电子产品,小程序
2024-06-23,11320.88,103,109.91,电子产品,APP
2024-06-23,22234.17,120,185.28,服装,线上
2024-06-23,7150.39,93,76.89,服装,线下
2024-06-23,13590.23,134,101.42,服装,小程序
2024-06-23,16528.85,123,134.38,服装,APP
2024-06-23,8804.94,48,183.44,图书,线上
2024-06-23,5649.15,47,120.19,图书,线下
2024-06-23,19229.76,72,267.08,图书,小程序
2024-06-23,8718.79,96,90.82,图书,APP
2024-06-23,20975.22,74,283.45,家居,线上
2024-06-23,22015.77,97,226.97,家居,线下
2024-06-23,11833.24,33,358.58,家居,小程序
2024-06-23,17390.04,78,222.95,家居,APP
2024-06-23,15821.47,84,188.35,食品,线上
2024-06-23,9041.55,26,347.75,食品,线下
2024-06-23,10844.71,75,144.6,食品,小程序
2024-06-23,20910.48,105,199.15,食品,APP
2024-06-23,8839.08,119,74.28,美妆,线上
2024-06-23,18787.3,137,137.13,美妆,线下
2024-06-23,23905.74,62,385.58,美妆,小程序
2024-06-23,22677.55,142,159.7,美妆,APP
2024-06-24,15764.56,93,169.51,电子产品,线上
2024-06-24,20317.47,83,244.79,电子产品,线下
2024-06-24,6370.8,47,135.55,电子产品,小程序
2024-06-24,22055.81,27,816.88,电子产品,APP
2024-06-24,16900.91,22,768.22,服装,线上
2024-06-24,23268.53,20,1163.43,服装,线下
2024-06-24,10760.38,117,91.97,服装,小程序
2024-06-24,19029.31,60,317.16,服装,APP
2024-06-24,6751.07,114,59.22,图书,线上
2024-06-24,9046.76,68,133.04,图书,线下
2024-06-24,23738.13,115,206.42,图书,小程序
2024-06-24,6340.19,126,50.32,图书,APP
2024-06-24,17568.75,96,183.01,家居,线上
2024-06-24,19839.98,50,396.8,家居,线下
2024-06-24,10733.23,87,123.37,家居,小程序
2024-06-24,13744.44,72,190.9,家居,APP
2024-06-24,7200.04,27,266.67,食品,线上
2024-06-24,21975.67,141,155.86,食品,线下
2024-06-24,8254.92,48,171.98,食品,小程序
2024-06-24,6534.53,80,81.68,食品,APP
2024-06-24,13711.72,89,154.06,美妆,线上
2024-06-24,10111.4,142,71.21,美妆,线下
2024-06-24,6091.02,59,103.24,美妆,小程序
2024-06-24,9050.01,121,74.79,美妆,APP
2024-06-25,18111.37,27,670.79,电子产品,线上
2024-06-25,5604.28,130,43.11,电子产品,线下
2024-06-25,21086.26,125,168.69,电子产品,小程序
2024-06-25,8294.81,23,360.64,电子产品,APP
2024-06-25,16135.19,31,520.49,服装,线上
2024-06-25,17693.55,91,194.43,服装,线下
2024-06-25,18733.6,142,131.93,服装,小程序
2024-06-25,8834.94,88,100.4,服装,APP
2024-06-25,5355.49,89,60.17,图书,线上
2024-06-25,23676.8,68,348.19,图书,线下
2024-06-25,9461.8,134,70.61,图书,小程序
2024-06-25,20694.04,31,667.55,图书,APP
2024-06-25,21926.81,131,167.38,家居,线上
2024-06-25,15787.49,145,108.88,家居,线下
2024-06-25,20335.13,32,635.47,家居,小程序
2024-06-25,10470.75,42,249.3,家居,APP
2024-06-25,16550.66,136,121.7,食品,线上
2024-06-25,20896.23,61,342.56,食品,线下
2024-06-25,12163.79,115,105.77,食品,小程序
2024-06-25,19051.65,57,334.24,食品,APP
2024-06-25,11138.09,108,103.13,美妆,线上
2024-06-25,12822.15,122,105.1,美妆,线下
2024-06-25,12141.2,108,112.42,美妆,小程序
2024-06-25,19854.05,57,348.32,美妆,APP
2024-06-26,20848.15,146,142.8,电子产品,线上
2024-06-26,18134.62,124,146.25,电子产品,线下
2024-06-26,11956.31,130,91.97,电子产品,小程序
2024-06-26,6590.95,84,78.46,电子产品,APP
2024-06-26,22230.12,105,211.72,服装,线上
2024-06-26,23012.68,139,165.56,服装,线下
2024-06-26,13728.02,62,221.42,服装,小程序
2024-06-26,22327.46,107,208.67,服装,APP
2024-06-26,14816.91,57,259.95,图书,线上
2024-06-26,16627.8,60,277.13,图书,线下
2024-06-26,21570.44,55,392.19,图书,小程序
2024-06-26,24041.4,72,333.91,图书,APP
2024-06-26,21053.02,121,173.99,家居,线上
2024-06-26,6498.83,127,51.17,家居,线下
2024-06-26,22150.8,148,149.67,家居,小程序
2024-06-26,15554.35,46,338.14,家居,APP
2024-06-26,16170.8,85,190.24,食品,线上
2024-06-26,23204.39,62,374.26,食品,线下
2024-06-26,19388.38,105,184.65,食品,小程序
2024-06-26,14480.49,103,140.59,食品,APP
2024-06-26,19234.47,115,167.26,美妆,线上
2024-06-26,15641.6,121,129.27,美妆,线下
2024-06-26,15145.39,120,126.21,美妆,小程序
2024-06-26,9189.08,109,84.3,美妆,APP
2024-06-27,19660.42,47,418.31,电子产品,线上
2024-06-27,9356.35,136,68.8,电子产品,线下
2024-06-27,7977.64,68,117.32,电子产品,小程序
2024-06-27,18999.24,149,127.51,电子产品,APP
2024-06-27,20645.76,146,141.41,服装,线上
2024-06-27,7754.54,38,204.07,服装,线下
2024-06-27,18581.1,98,189.6,服装,小程序
2024-06-27,9671.33,123,78.63,服装,APP
2024-06-27,10871.3,73,148.92,图书,线上
2024-06-27,15573.11,44,353.93,图书,线下
2024-06-27,23627.1,68,347.46,图书,小程序
2024-06-27,5378.17,27,199.19,图书,APP
2024-06-27,10732.21,73,147.02,家居,线上
2024-06-27,8567.81,38,225.47,家居,线下
2024-06-27,6233.87,135,46.18,家居,小程序
2024-06-27,23616.52,128,184.5,家居,APP
2024-06-27,23495.82,123,191.02,食品,线上
2024-06-27,5123.78,96,53.37,食品,线下
2024-06-27,11663.99,115,101.43,食品,小程序
2024-06-27,9014.86,129,69.88,食品,APP
2024-06-27,17092.95,142,120.37,美妆,线上
2024-06-27,17406.82,30,580.23,美妆,线下
2024-06-27,18270.02,28,652.5,美妆,小程序
2024-06-27,14747.78,109,135.3,美妆,APP
2024-06-28,5547.13,141,39.34,电子产品,线上
2024-06-28,21932.21,118,185.87,电子产品,线下
2024-06-28,19795.45,45,439.9,电子产品,小程序
2024-06-28,13277.69,109,121.81,电子产品,APP
2024-06-28,23668.11,145,163.23,服装,线上
2024-06-28,24566.5,117,209.97,服装,线下
2024-06-28,5697.76,144,39.57,服装,小程序
2024-06-28,19916.48,42,474.2,服装,APP
2024-06-28,14307.42,43,332.73,图书,线上
2024-06-28,6572.01,44,149.36,图书,线下
2024-06-28,13909.0,106,131.22,图书,小程序
2024-06-28,9698.76,140,69.28,图书,APP
2024-06-28,5612.31,99,56.69,家居,线上
2024-06-28,15842.12,135,117.35,家居,线下
2024-06-28,9208.8,125,73.67,家居,小程序
2024-06-28,6808.65,52,130.94,家居,APP
2024-06-28,16647.48,27,616.57,食品,线上
2024-06-28,23399.99,133,175.94,食品,线下
2024-06-28,6298.34,66,95.43,食品,小程序
2024-06-28,14076.65,119,118.29,食品,APP
2024-06-28,20750.56,32,648.46,美妆,线上
2024-06-28,9932.18,50,198.64,美妆,线下
2024-06-28,18715.77,145,129.07,美妆,小程序
2024-06-28,8367.25,135,61.98,美妆,APP
2024-06-29,8281.26,61,135.76,电子产品,线上
2024-06-29,4416.8,104,42.47,电子产品,线下
2024-06-29,10313.39,59,174.8,电子产品,小程序
2024-06-29,18570.93,39,476.18,电子产品,APP
2024-06-29,6844.64,144,47.53,服装,线上
2024-06-29,7605.41,119,63.91,服装,线下
2024-06-29,15632.28,65,240.5,服装,小程序
2024-06-29,15582.33,31,502.66,服装,APP
2024-06-29,8416.7,77,109.31,图书,线上
2024-06-29,8992.67,146,61.59,图书,线下
2024-06-29,7295.88,133,54.86,图书,小程序
2024-06-29,16130.3,49,329.19,图书,APP
2024-06-29,5357.43,55,97.41,家居,线上
2024-06-29,5821.66,26,223.91,家居,线下
2024-06-29,10486.6,113,92.8,家居,小程序
2024-06-29,15915.7,130,122.43,家居,APP
2024-06-29,4122.99,114,36.17,食品,线上
2024-06-29,13484.84,47,286.91,食品,线下
2024-06-29,10189.84,28,363.92,食品,小程序
2024-06-29,8060.47,128,62.97,食品,APP
2024-06-29,4830.14,42,115.0,美妆,线上
2024-06-29,7814.7,111,70.4,美妆,线下
2024-06-29,11043.29,149,74.12,美妆,小程序
2024-06-29,17819.74,55,324.0,美妆,APP
2024-06-30,5679.75,61,93.11,电子产品,线上
2024-06-30,5149.56,67,76.86,电子产品,线下
2024-06-30,14002.11,134,104.49,电子产品,小程序
2024-06-30,13928.95,115,121.12,电子产品,APP
2024-06-30,12359.89,142,87.04,服装,线上
2024-06-30,4850.14,67,72.39,服装,线下
2024-06-30,12738.82,49,259.98,服装,小程序
2024-06-30,12395.07,79,156.9,服装,APP
2024-06-30,6926.45,96,72.15,图书,线上
2024-06-30,5866.58,120,48.89,图书,线下
2024-06-30,3998.58,35,114.25,图书,小程序
2024-06-30,11637.73,23,505.99,图书,APP
2024-06-30,5553.33,88,63.11,家居,线上
2024-06-30,12791.67,22,581.44,家居,线下
2024-06-30,8471.07,55,154.02,家居,小程序
2024-06-30,8718.84,82,106.33,家居,APP
2024-06-30,17001.8,74,229.75,食品,线上
2024-06-30,6715.49,141,47.63,食品,线下
2024-06-30,11149.07,74,150.66,食品,小程序
2024-06-30,5343.51,119,44.9,食品,APP
2024-06-30,12293.51,38,323.51,美妆,线上
2024-06-30,6064.03,52,116.62,美妆,线下
2024-06-30,16959.85,57,297.54,美妆,小程序
2024-06-30,17010.98,37,459.76,美妆,APP
2024-07-01,11190.28,38,294.48,电子产品,线上
2024-07-01,12550.74,83,151.21,电子产品,线下
2024-07-01,13485.46,125,107.88,电子产品,小程序
2024-07-01,16758.32,112,149.63,电子产品,APP
2024-07-01,18262.85,87,209.92,服装,线上
2024-07-01,10093.88,130,77.65,服装,线下
2024-07-01,4504.31,102,44.16,服装,小程序
2024-07-01,15848.89,27,587.0,服装,APP
2024-07-01,6806.32,115,59.19,图书,线上
2024-07-01,9853.75,77,127.97,图书,线下
2024-07-01,15356.44,52,295.32,图书,小程序
2024-07-01,11216.07,150,74.77,图书,APP
2024-07-01,17511.43,60,291.86,家居,线上
2024-07-01,7555.76,93,81.24,家居,线下
2024-07-01,11489.3,39,294.6,家居,小程序
2024-07-01,10499.09,27,388.86,家居,APP
2024-07-01,10261.89,41,250.29,食品,线上
2024-07-01,14677.75,57,257.5,食品,线下
2024-07-01,15730.27,30,524.34,食品,小程序
2024-07-01,9526.9,120,79.39,食品,APP
2024-07-01,8163.07,107,76.29,美妆,线上
2024-07-01,8511.59,103,82.64,美妆,线下
2024-07-01,17981.72,140,128.44,美妆,小程序
2024-07-01,11709.3,118,99.23,美妆,APP
2024-07-02,15561.52,55,282.94,电子产品,线上
2024-07-02,11111.42,43,258.41,电子产品,线下
2024-07-02,14542.12,107,135.91,电子产品,小程序
2024-07-02,12090.92,36,335.86,电子产品,APP
2024-07-02,7748.08,88,88.05,服装,线上
2024-07-02,18291.66,93,196.68,服装,线下
2024-07-02,13043.92,78,167.23,服装,小程序
2024-07-02,8697.42,102,85.27,服装,APP
2024-07-02,17875.47,68,262.87,图书,线上
2024-07-02,9245.2,98,94.34,图书,线下
2024-07-02,6825.18,105,65.0,图书,小程序
2024-07-02,11858.18,125,94.87,图书,APP
2024-07-02,8164.05,128,63.78,家居,线上
2024-07-02,14206.31,68,208.92,家居,线下
2024-07-02,15729.84,55,286.0,家居,小程序
2024-07-02,16253.96,95,171.09,家居,APP
2024-07-02,6796.13,112,60.68,食品,线上
2024-07-02,14869.55,102,145.78,食品,线下
2024-07-02,7020.09,138,50.87,食品,小程序
2024-07-02,12847.98,64,200.75,食品,APP
2024-07-02,5672.28,94,60.34,美妆,线上
2024-07-02,13726.08,72,190.64,美妆,线下
2024-07-02,13101.03,106,123.59,美妆,小程序
2024-07-02,6689.73,147,45.51,美妆,APP
2024-07-03,9697.58,120,80.81,电子产品,线上
2024-07-03,11394.19,89,128.02,电子产品,线下
2024-07-03,18347.61,137,133.92,电子产品,小程序
2024-07-03,12217.56,57,214.34,电子产品,APP
2024-07-03,7831.4,38,206.09,服装,线上
2024-07-03,7797.42,116,67.22,服装,线下
2024-07-03,16495.46,120,137.46,服装,小程序
2024-07-03,3929.73,68,57.79,服装,APP
2024-07-03,16478.03,85,193.86,图书,线上
2024-07-03,18275.02,136,134.38,图书,线下
2024-07-03,18382.79,90,204.25,图书,小程序
2024-07-03,11809.64,127,92.99,图书,APP
2024-07-03,6969.7,33,211.2,家居,线上
2024-07-03,19109.36,145,131.79,家居,线下
2024-07-03,13115.37,141,93.02,家居,小程序
2024-07-03,10662.27,100,106.62,家居,APP
2024-07-03,5732.36,66,86.85,食品,线上
2024-07-03,5786.23,33,175.34,食品,线下
2024-07-03,4515.74,37,122.05,食品,小程序
2024-07-03,8182.54,88,92.98,食品,APP
2024-07-03,5856.14,44,133.09,美妆,线上
2024-07-03,18243.09,128,142.52,美妆,线下
2024-07-03,7058.19,35,201.66,美妆,小程序
2024-07-03,4031.97,106,38.04,美妆,APP
2024-07-04,19120.86,90,212.45,电子产品,线上
2024-07-04,8325.59,81,102.79,电子产品,线下
2024-07-04,7488.65,88,85.1,电子产品,小程序
2024-07-04,18357.41,110,166.89,电子产品,APP
2024-07-04,17000.16,58,293.11,服装,线上
2024-07-04,4254.13,101,42.12,服装,线下
2024-07-04,15778.0,63,250.44,服装,小程序
2024-07-04,16453.77,118,139.44,服装,APP
2024-07-04,7062.43,24,294.27,图书,线上
2024-07-04,18772.32,43,436.57,图书,线下
2024-07-04,12799.44,89,143.81,图书,小程序
2024-07-04,16513.62,51,323.8,图书,APP
2024-07-04,5387.65,124,43.45,家居,线上
2024-07-04,7340.36,137,53.58,家居,线下
2024-07-04,13397.41,64,209.33,家居,小程序
2024-07-04,18198.03,91,199.98,家居,APP
2024-07-04,5570.05,81,68.77,食品,线上
2024-07-04,14356.76,131,109.59,食品,线下
2024-07-04,12930.32,118,109.58,食品,小程序
2024-07-04,10850.08,79,137.34,食品,APP
2024-07-04,5460.64,40,136.52,美妆,线上
2024-07-04,10263.59,133,77.17,美妆,线下
2024-07-04,10793.39,118,91.47,美妆,小程序
2024-07-04,17153.19,117,146.61,美妆,APP
2024-07-05,4274.22,89,48.02,电子产品,线上
2024-07-05,7125.02,145,49.14,电子产品,线下
2024-07-05,10749.48,107,100.46,电子产品,小程序
2024-07-05,8955.89,147,60.92,电子产品,APP
2024-07-05,11859.56,119,99.66,服装,线上
2024-07-05,17036.02,72,236.61,服装,线下
2024-07-05,9752.43,39,250.06,服装,小程序
2024-07-05,13321.64,116,114.84,服装,APP
2024-07-05,6549.75,123,53.25,图书,线上
2024-07-05,7156.37,100,71.56,图书,线下
2024-07-05,9444.1,90,104.93,图书,小程序
2024-07-05,7808.16,94,83.07,图书,APP
2024-07-05,17978.98,117,153.67,家居,线上
2024-07-05,13313.54,140,95.1,家居,线下
2024-07-05,18952.76,82,231.13,家居,小程序
2024-07-05,14018.66,36,389.41,家居,APP
2024-07-05,10993.63,25,439.75,食品,线上
2024-07-05,10001.48,108,92.61,食品,线下
2024-07-05,9542.02,25,381.68,食品,小程序
2024-07-05,11599.66,134,86.56,食品,APP
2024-07-05,18147.04,42,432.07,美妆,线上
2024-07-05,10760.63,109,98.72,美妆,线下
2024-07-05,7491.79,113,66.3,美妆,小程序
2024-07-05,18184.78,86,211.45,美妆,APP
2024-07-06,11455.81,63,181.84,电子产品,线上
2024-07-06,7376.96,70,105.39,电子产品,线下
2024-07-06,17232.56,117,147.29,电子产品,小程序
2024-07-06,9663.86,78,123.9,电子产品,APP
2024-07-06,5345.91,60,89.1,服装,线上
2024-07-06,5383.72,32,168.24,服装,线下
2024-07-06,7868.42,85,92.57,服装,小程序
2024-07-06,11055.94,95,116.38,服装,APP
2024-07-06,6158.27,131,47.01,图书,线上
2024-07-06,8310.63,67,124.04,图书,线下
2024-07-06,7533.45,99,76.1,图书,小程序
2024-07-06,6551.3,37,177.06,图书,APP
2024-07-06,7576.33,43,176.19,家居,线上
2024-07-06,13695.2,65,210.7,家居,线下
2024-07-06,8463.62,140,60.45,家居,小程序
2024-07-06,18743.9,62,302.32,家居,APP
2024-07-06,7645.98,70,109.23,食品,线上
2024-07-06,13407.28,39,343.78,食品,线下
2024-07-06,4990.69,45,110.9,食品,小程序
2024-07-06,8161.73,65,125.57,食品,APP
2024-07-06,12327.31,138,89.33,美妆,线上
2024-07-06,12633.7,114,110.82,美妆,线下
2024-07-06,15303.26,59,259.38,美妆,小程序
2024-07-06,12322.65,67,183.92,美妆,APP
2024-07-07,7828.36,22,355.83,电子产品,线上
2024-07-07,9089.24,63,144.27,电子产品,线下
2024-07-07,16052.47,25,642.1,电子产品,小程序
2024-07-07,11860.1,34,348.83,电子产品,APP
2024-07-07,10168.42,62,164.01,服装,线上
2024-07-07,4712.12,59,79.87,服装,线下
2024-07-07,17318.97,81,213.81,服装,小程序
2024-07-07,17558.27,114,154.02,服装,APP
2024-07-07,13012.31,91,142.99,图书,线上
2024-07-07,11251.9,136,82.73,图书,线下
2024-07-07,6714.84,48,139.89,图书,小程序
2024-07-07,15216.64,61,249.45,图书,APP
2024-07-07,14059.02,30,468.63,家居,线上
2024-07-07,5007.94,116,43.17,家居,线下
2024-07-07,6095.06,93,65.54,家居,小程序
2024-07-07,11226.11,145,77.42,家居,APP
2024-07-07,14649.56,121,121.07,食品,线上
2024-07-07,12640.38,123,102.77,食品,线下
2024-07-07,17986.37,139,129.4,食品,小程序
2024-07-07,19144.28,110,174.04,食品,APP
2024-07-07,16368.91,123,133.08,美妆,线上
2024-07-07,15820.0,124,127.58,美妆,线下
2024-07-07,6584.55,147,44.79,美妆,小程序
2024-07-07,5942.42,29,204.91,美妆,APP
2024-07-08,7248.18,114,63.58,电子产品,线上
2024-07-08,17322.7,49,353.52,电子产品,线下
2024-07-08,13554.19,125,108.43,电子产品,小程序
2024-07-08,10035.16,96,104.53,电子产品,APP
2024-07-08,9893.2,100,98.93,服装,线上
2024-07-08,11695.33,24,487.31,服装,线下
2024-07-08,7385.84,57,129.58,服装,小程序
2024-07-08,11103.9,55,201.89,服装,APP
2024-07-08,14262.92,97,147.04,图书,线上
2024-07-08,10253.91,56,183.11,图书,线下
2024-07-08,4225.84,78,54.18,图书,小程序
2024-07-08,18301.79,84,217.88,图书,APP
2024-07-08,11688.26,139,84.09,家居,线上
2024-07-08,15275.35,115,132.83,家居,线下
2024-07-08,17964.2,138,130.18,家居,小程序
2024-07-08,6034.91,33,182.88,家居,APP
2024-07-08,7858.52,57,137.87,食品,线上
2024-07-08,18196.69,45,404.37,食品,线下
2024-07-08,8652.55,33,262.2,食品,小程序
2024-07-08,9527.24,118,80.74,食品,APP
2024-07-08,18038.17,130,138.76,美妆,线上
2024-07-08,5205.37,95,54.79,美妆,线下
2024-07-08,9594.18,142,67.56,美妆,小程序
2024-07-08,4608.9,142,32.46,美妆,APP
2024-07-09,5063.12,104,48.68,电子产品,线上
2024-07-09,7066.4,149,47.43,电子产品,线下
2024-07-09,6627.67,45,147.28,电子产品,小程序
2024-07-09,6308.89,89,70.89,电子产品,APP
2024-07-09,4937.74,150,32.92,服装,线上
2024-07-09,7468.17,115,64.94,服装,线下
2024-07-09,4368.14,123,35.51,服装,小程序
2024-07-09,9306.11,137,67.93,服装,APP
2024-07-09,9511.41,103,92.34,图书,线上
2024-07-09,8523.53,33,258.29,图书,线下
2024-07-09,16750.2,51,328.44,图书,小程序
2024-07-09,18061.72,144,125.43,图书,APP
2024-07-09,10889.43,29,375.5,家居,线上
2024-07-09,14600.64,149,97.99,家居,线下
2024-07-09,5055.69,59,85.69,家居,小程序
2024-07-09,18849.09,116,162.49,家居,APP
2024-07-09,9244.14,132,70.03,食品,线上
2024-07-09,15638.42,88,177.71,食品,线下
2024-07-09,6277.22,70,89.67,食品,小程序
2024-07-09,5468.38,118,46.34,食品,APP
2024-07-09,8377.46,76,110.23,美妆,线上
2024-07-09,4651.0,97,47.95,美妆,线下
2024-07-09,4176.54,54,77.34,美妆,小程序
2024-07-09,7082.56,69,102.65,美妆,APP
2024-07-10,10684.14,58,184.21,电子产品,线上
2024-07-10,10833.33,85,127.45,电子产品,线下
2024-07-10,19851.86,73,271.94,电子产品,小程序
2024-07-10,4010.09,36,111.39,电子产品,APP
2024-07-10,6615.94,29,228.14,服装,线上
2024-07-10,8250.22,143,57.69,服装,线下
2024-07-10,16596.4,76,218.37,服装,小程序
2024-07-10,11495.82,62,185.42,服装,APP
2024-07-10,18801.92,146,128.78,图书,线上
2024-07-10,5829.27,137,42.55,图书,线下
2024-07-10,16991.35,107,158.8,图书,小程序
2024-07-10,13872.29,115,120.63,图书,APP
2024-07-10,17613.97,86,204.81,家居,线上
2024-07-10,13236.05,104,127.27,家居,线下
2024-07-10,14107.97,103,136.97,家居,小程序
2024-07-10,12430.5,91,136.6,家居,APP
2024-07-10,16903.31,82,206.14,食品,线上
2024-07-10,7621.12,25,304.84,食品,线下
2024-07-10,10944.75,89,122.97,食品,小程序
2024-07-10,9252.81,150,61.69,食品,APP
2024-07-10,8811.34,123,71.64,美妆,线上
2024-07-10,4821.81,96,50.23,美妆,线下
2024-07-10,16831.05,85,198.01,美妆,小程序
2024-07-10,5705.4,57,100.09,美妆,APP
2024-07-11,12939.99,76,170.26,电子产品,线上
2024-07-11,18175.89,83,218.99,电子产品,线下
2024-07-11,11482.59,59,194.62,电子产品,小程序
2024-07-11,18904.14,149,126.87,电子产品,APP
2024-07-11,9853.4,122,80.77,服装,线上
2024-07-11,10758.35,104,103.45,服装,线下
2024-07-11,8826.12,82,107.64,服装,小程序
2024-07-11,6629.75,143,46.36,服装,APP
2024-07-11,19264.84,36,535.13,图书,线上
2024-07-11,16475.55,34,484.57,图书,线下
2024-07-11,11020.88,130,84.78,图书,小程序
2024-07-11,6494.73,141,46.06,图书,APP
2024-07-11,19744.93,105,188.05,家居,线上
2024-07-11,19089.67,50,381.79,家居,线下
2024-07-11,8969.55,144,62.29,家居,小程序
2024-07-11,18149.52,145,125.17,家居,APP
2024-07-11,18932.81,121,156.47,食品,线上
2024-07-11,13477.02,123,109.57,食品,线下
2024-07-11,10932.18,80,136.65,食品,小程序
2024-07-11,8623.31,62,139.09,食品,APP
2024-07-11,9421.29,103,91.47,美妆,线上
2024-07-11,13557.75,41,330.68,美妆,线下
2024-07-11,5636.59,41,137.48,美妆,小程序
2024-07-11,16816.78,22,764.4,美妆,APP
2024-07-12,6458.56,129,50.07,电子产品,线上
2024-07-12,11989.72,43,278.83,电子产品,线下
2024-07-12,19121.18,58,329.68,电子产品,小程序
2024-07-12,20048.89,20,1002.44,电子产品,APP
2024-07-12,11643.57,28,415.84,服装,线上
2024-07-12,6191.16,113,54.79,服装,线下
2024-07-12,14994.08,111,135.08,服装,小程序
2024-07-12,14789.34,42,352.13,服装,APP
2024-07-12,4688.86,99,47.36,图书,线上
2024-07-12,9366.12,29,322.97,图书,线下
2024-07-12,20121.19,41,490.76,图书,小程序
