客户ID,注册时长(月),使用频率,消费金额,最后一次使用(天前),客服投诉次数,是否流失
C1474,47,15,6878.65,5,1,0
C1475,4,23,2739.66,140,0,0
C1476,1,6,3952.5,191,5,0
C1477,45,10,4641.31,215,10,1
C1478,55,25,8384.59,203,5,0
C1479,57,7,7264.92,302,10,1
C1480,31,16,9742.81,43,0,0
C1481,28,17,3278.04,11,2,0
C1482,4,20,7845.04,219,2,0
C1483,45,16,6382.86,215,1,0
C1484,54,11,2242.0,237,3,0
C1485,51,1,3253.68,152,2,1
C1486,35,20,50.7,252,8,1
C1487,5,21,8915.09,214,2,0
C1488,4,30,5776.23,333,6,1
C1489,8,12,8683.17,246,1,0
C1490,4,14,4010.89,204,9,1
C1491,4,8,4362.98,236,0,0
C1492,4,9,1228.21,236,10,1
C1493,54,19,6415.86,349,7,1
C1494,29,20,4335.88,104,1,0
C1495,19,14,4459.49,291,9,1
C1496,25,22,534.47,237,4,0
C1497,53,3,8636.82,77,9,1
C1498,56,30,5137.15,10,8,0
C1499,32,18,5194.91,365,7,1
C1500,29,28,5653.69,261,8,1
C1501,10,9,7787.95,234,5,0
C1502,34,24,3947.5,352,6,1
C1503,12,15,9865.8,258,2,0
C1504,15,1,8733.45,19,9,1
C1505,46,15,694.79,167,4,0
C1506,22,19,9880.5,9,1,0
C1507,13,28,7622.91,111,6,1
C1508,29,28,1556.31,337,1,0
C1509,21,13,4488.47,268,1,0
C1510,35,6,9067.63,94,4,0
C1511,26,10,9385.1,329,1,0
C1512,29,3,4230.4,167,0,1
C1513,37,9,6717.57,86,10,0
C1514,14,22,1103.04,292,6,1
C1515,41,8,4718.38,276,1,0
C1516,8,29,6553.93,313,1,0
C1517,33,24,791.88,124,6,1
C1518,52,19,8043.12,14,4,0
C1519,39,2,3073.44,157,4,1
C1520,39,9,646.83,178,10,1
C1521,52,18,695.86,51,9,0
C1522,40,9,9082.46,254,8,1
C1523,37,29,976.58,361,10,1
C1524,5,20,9775.12,83,6,0
C1525,35,20,590.75,320,8,1
C1526,55,14,9574.28,26,10,0
C1527,60,17,772.52,150,4,0
C1528,28,29,6404.93,200,1,0
C1529,49,15,6864.12,312,4,0
C1530,1,14,8891.33,241,0,0
C1531,2,11,7416.77,177,8,1
C1532,10,9,9989.35,6,4,0
C1533,31,16,7131.3,302,5,0
C1534,12,10,9984.73,18,3,0
C1535,6,12,691.78,267,6,1
C1536,6,15,3508.11,286,9,1
C1537,28,6,7743.1,352,4,0
C1538,41,30,4709.05,136,10,1
C1539,7,20,2741.28,178,8,1
C1540,60,7,1852.44,186,1,0
C1541,3,3,149.72,207,3,1
C1542,14,9,9326.03,69,2,0
C1543,49,16,6988.72,243,0,0
C1544,37,10,8510.82,85,6,0
C1545,16,20,6604.27,185,5,0
C1546,45,9,2597.88,94,1,0
C1547,41,1,1216.03,161,10,1
C1548,55,11,4799.02,309,4,0
C1549,44,12,8707.45,53,3,0
C1550,49,29,3656.9,189,3,0
C1551,60,7,4732.0,8,8,0
C1552,40,16,2460.02,237,5,0
C1553,53,11,1539.05,113,2,0
C1554,17,23,1490.21,105,9,1
C1555,23,26,7434.54,295,6,1
C1556,21,14,1699.52,4,7,0
C1557,15,12,239.1,216,4,0
C1558,21,25,3294.4,268,0,0
C1559,20,26,5209.32,314,4,1
C1560,55,22,5433.49,266,6,1
C1561,12,12,7359.98,268,7,1
C1562,48,6,5786.57,232,0,0
C1563,57,25,1614.41,328,5,0
C1564,30,24,2214.98,10,8,0
C1565,23,18,1373.14,347,2,0
C1566,49,7,9373.95,341,1,0
C1567,30,12,8499.44,33,1,0
C1568,55,5,6377.31,231,0,0
C1569,14,27,3042.37,49,4,0
C1570,29,16,9252.49,195,8,1
C1571,33,23,6772.67,109,7,1
C1572,6,8,9873.1,303,9,1
C1573,35,16,128.62,16,5,0
C1574,12,18,9353.55,282,1,0
C1575,46,5,6564.43,115,10,1
C1576,56,20,3933.94,170,7,1
C1577,45,24,3669.48,100,10,1
C1578,32,26,7608.68,139,4,0
C1579,11,21,3310.53,197,2,0
C1580,10,1,5439.44,337,3,1
C1581,51,9,7727.52,132,10,1
C1582,18,26,9826.64,302,9,1
C1583,44,24,3897.11,108,8,1
C1584,4,15,797.96,348,6,1
C1585,3,30,7302.48,292,9,1
C1586,52,21,2064.06,307,4,0
C1587,3,13,6597.33,271,3,0
C1588,10,20,1451.85,196,2,0
C1589,34,24,3808.24,157,2,0
C1590,24,23,4978.88,55,0,0
C1591,42,7,6358.07,185,6,1
C1592,39,11,6530.85,334,6,1
C1593,59,6,3193.99,18,10,0
C1594,40,10,779.52,110,5,0
C1595,34,18,6163.8,346,0,0
C1596,36,29,5168.48,266,6,1
C1597,49,1,5276.58,47,0,0
C1598,19,20,7458.29,105,6,1
C1599,2,8,7810.57,212,8,1
C1600,2,17,6519.03,286,10,1
C1601,33,10,2647.66,140,3,0
C1602,32,5,7806.74,102,2,0
C1603,51,23,7122.87,254,6,1
C1604,14,28,5612.73,115,1,0
C1605,5,22,9226.24,29,4,0
C1606,58,10,6999.36,24,9,0
C1607,37,16,3328.03,193,8,1
C1608,46,26,2651.15,61,8,0
C1609,49,2,703.78,270,7,1
C1610,18,15,1703.01,47,3,0
C1611,11,13,3600.21,355,7,1
C1612,20,13,123.33,30,2,0
C1613,7,5,768.06,271,1,0
C1614,49,1,3118.78,361,3,1
C1615,56,5,4964.6,162,8,1
C1616,35,18,964.33,41,8,0
C1617,52,6,290.55,112,0,0
C1618,8,13,3473.49,233,2,0
C1619,6,18,8887.52,53,0,0
C1620,15,4,9345.15,10,1,0
C1621,43,27,1849.68,166,1,0
C1622,56,21,1740.48,100,8,1
C1623,42,1,797.86,340,7,1
C1624,3,6,347.5,290,10,1
C1625,57,18,8882.18,47,9,0
C1626,5,28,9163.0,142,6,1
C1627,40,13,869.53,361,3,0
C1628,3,30,4680.97,74,7,0
C1629,41,24,2859.26,25,9,0
C1630,1,14,7371.42,105,10,1
C1631,57,29,3540.77,124,3,0
C1632,8,13,7117.06,216,2,0
C1633,5,2,3157.48,296,4,1
C1634,25,4,4879.23,19,5,0
C1635,52,24,9478.72,52,3,0
C1636,9,1,5937.24,227,3,1
C1637,4,28,8654.75,301,2,0
C1638,1,16,3128.52,327,3,0
C1639,41,22,4225.09,173,3,0
C1640,4,8,7963.8,116,10,1
C1641,34,12,4831.13,103,3,0
C1642,38,11,8742.25,10,0,1
C1643,36,10,1064.62,73,10,0
C1644,24,2,970.6,159,6,1
C1645,34,8,6501.44,138,6,1
C1646,24,1,9652.63,10,3,0
C1647,50,21,9045.02,190,5,0
C1648,44,24,7199.67,149,6,1
C1649,56,24,2911.36,83,0,0
C1650,7,25,6473.77,307,0,0
C1651,11,1,994.48,179,1,1
C1652,39,17,5498.1,310,0,0
C1653,2,27,5958.66,250,5,1
C1654,22,4,9195.45,297,2,1
C1655,25,27,9040.89,243,10,1
C1656,23,26,257.94,206,1,0
C1657,42,6,6635.67,345,10,1
C1658,59,17,6291.58,146,3,0
C1659,44,14,3490.48,276,10,1
C1660,36,27,7598.44,256,2,1
C1661,57,1,2608.06,285,7,1
C1662,6,29,347.27,117,6,1
C1663,51,22,3426.63,146,7,1
C1664,25,25,2988.77,130,4,0
C1665,47,23,8611.88,241,1,0
C1666,38,30,4406.5,152,5,0
C1667,56,10,3665.11,189,5,1
C1668,36,2,544.92,322,9,1
C1669,58,1,9801.63,299,5,1
C1670,20,16,1998.2,162,6,1
C1671,59,30,2580.05,230,2,0
C1672,14,14,6310.42,20,9,1
C1673,34,6,2647.66,30,10,0
C1674,17,23,4334.53,153,7,1
C1675,3,5,8368.59,215,0,0
C1676,8,16,639.52,220,0,0
C1677,24,6,3389.48,104,10,1
C1678,43,3,1922.67,48,7,1
C1679,27,6,9939.85,280,0,0
C1680,23,10,9264.75,252,5,0
C1681,3,4,3914.26,230,9,1
C1682,3,12,7725.02,138,8,1
C1683,11,18,1180.43,97,9,1
C1684,14,7,7563.67,313,6,1
C1685,40,21,9042.86,14,8,0
C1686,38,14,6534.65,182,6,1
C1687,7,5,8131.26,196,4,0
C1688,47,14,8375.34,246,6,1
C1689,17,15,5572.29,183,6,1
C1690,11,11,8994.66,285,4,0
C1691,4,24,6820.98,333,4,0
C1692,54,19,5824.47,80,5,0
C1693,1,29,5822.22,88,8,0
C1694,1,5,5233.62,322,5,0
C1695,7,9,2422.25,347,2,0
C1696,22,5,161.51,96,10,1
C1697,56,24,5437.97,210,5,0
C1698,8,18,7637.41,63,9,0
C1699,34,2,7800.57,96,8,1
C1700,55,7,8102.75,22,5,0
C1701,28,16,2232.17,8,10,0
C1702,52,2,2308.62,270,4,1
C1703,2,4,7389.34,327,7,1
C1704,30,26,4048.39,73,1,0
C1705,42,4,7357.82,169,0,1
C1706,55,16,8817.45,297,7,1
C1707,3,20,3572.26,249,4,0
C1708,49,10,3516.08,362,4,1
C1709,28,19,9439.81,60,4,0
C1710,30,26,4368.18,107,8,1
C1711,42,10,2494.55,355,10,1
C1712,21,24,8019.8,212,7,1
C1713,28,20,3178.91,237,9,1
C1714,11,19,3802.48,210,3,0
C1715,31,7,1715.62,136,3,0
C1716,3,7,6780.08,325,9,1
C1717,6,19,6684.42,21,5,0
C1718,49,11,6848.21,56,4,0
C1719,15,10,1952.37,230,6,1
C1720,34,21,8566.45,77,9,0
C1721,29,13,8116.06,281,1,0
C1722,48,14,382.26,182,10,1
C1723,6,19,1077.58,4,2,0
C1724,12,28,2415.55,124,7,1
C1725,17,24,6632.76,237,3,0
C1726,5,7,9701.38,270,4,0
C1727,5,7,3477.36,346,7,1
C1728,46,4,8057.69,288,2,1
C1729,27,4,700.53,147,7,1
C1730,25,30,8973.29,13,7,0
C1731,30,18,4840.69,118,5,0
C1732,18,27,9643.5,179,6,1
C1733,56,10,4548.04,100,1,0
C1734,50,13,5142.96,168,9,1
C1735,12,13,4054.11,243,10,1
C1736,47,1,187.25,332,8,1
C1737,57,20,2721.92,281,3,1
C1738,20,18,6695.56,243,8,1
C1739,48,29,1085.29,192,6,1
C1740,1,17,5318.67,25,10,0
C1741,17,29,731.87,351,9,1
C1742,3,25,9501.24,67,4,0
C1743,26,26,7170.24,285,8,1
C1744,51,6,4350.69,240,3,0
C1745,25,2,9278.68,280,7,1
C1746,14,25,8093.18,104,1,0
C1747,13,23,982.2,44,3,0
C1748,9,25,1559.46,104,8,1
C1749,48,1,3090.01,4,10,1
C1750,15,1,7773.5,329,8,1
C1751,51,24,2337.08,291,1,0
C1752,26,10,4926.33,131,9,1
C1753,12,24,4798.91,288,6,1
C1754,36,26,1002.81,120,7,1
C1755,42,5,8886.11,83,10,0
C1756,45,25,5606.04,286,1,0
C1757,58,7,6608.66,95,5,0
C1758,35,8,390.07,90,1,0
C1759,32,3,4110.49,334,3,1
C1760,16,17,3143.54,243,8,1
C1761,30,13,182.73,262,7,1
C1762,20,20,9941.28,242,2,0
C1763,45,22,2546.21,261,1,1
C1764,45,1,2519.4,46,6,1
C1765,31,18,791.65,272,8,1
C1766,43,8,4470.08,325,3,0
C1767,35,11,9061.79,291,3,0
C1768,4,25,5583.77,80,2,0
C1769,42,17,1009.24,218,9,1
C1770,23,8,5955.97,126,6,1
C1771,38,17,7304.76,125,2,1
C1772,11,21,3040.1,262,6,1
C1773,7,28,6807.22,175,6,1
C1774,52,29,6736.68,82,3,0
C1775,53,23,3918.59,283,0,0
C1776,37,9,3887.87,20,1,0
C1777,5,28,1546.64,1,4,0
C1778,7,29,8646.53,20,8,0
C1779,27,5,2885.43,229,4,0
C1780,26,6,2179.96,230,8,1
C1781,42,18,4286.0,36,7,0
C1782,52,26,1342.84,232,7,1
C1783,27,1,7049.8,97,9,1
C1784,57,21,6881.51,328,1,0
C1785,27,18,5711.66,299,0,0
C1786,50,16,2953.19,358,6,1
C1787,38,18,2547.53,113,6,1
C1788,26,30,7098.23,346,3,0
C1789,54,27,3746.72,44,8,0
C1790,15,11,4844.43,247,7,1
C1791,57,17,3653.81,71,9,0
C1792,22,17,2375.45,38,8,0
C1793,60,26,5154.94,358,3,0
C1794,20,18,8767.95,86,3,0
C1795,57,13,423.44,67,4,0
C1796,1,6,3546.5,200,7,1
C1797,41,2,1596.29,246,8,1
C1798,12,20,3362.02,301,8,1
C1799,35,30,762.66,204,1,0
C1800,15,15,7221.65,107,2,0
C1801,1,8,8348.65,261,0,0
C1802,32,9,945.77,81,6,0
C1803,53,18,9381.25,263,6,1
C1804,21,11,8592.9,8,8,0
C1805,55,4,6166.45,304,7,1
C1806,59,1,8672.93,258,3,1
C1807,40,26,2105.92,41,3,0
C1808,20,2,1706.36,242,5,1
C1809,38,10,1857.03,22,1,0
C1810,26,12,4510.68,187,5,0
C1811,34,13,2161.27,77,8,0
C1812,1,22,9070.55,254,10,1
C1813,48,25,81.68,175,6,1
C1814,4,28,8897.24,162,7,1
C1815,14,17,7184.89,146,1,0
C1816,26,1,7799.17,221,6,1
C1817,53,4,4109.8,346,1,1
C1818,43,11,1977.1,41,7,0
C1819,2,26,6944.49,151,4,0
C1820,25,20,4657.07,303,1,0
C1821,19,7,2339.92,354,6,1
C1822,56,20,9752.4,169,7,1
C1823,22,28,7931.26,135,6,1
C1824,51,1,3875.83,98,4,1
C1825,50,6,4208.31,191,3,0
C1826,34,18,1616.14,323,4,0
C1827,38,14,5904.44,194,0,0
C1828,51,28,9376.33,351,1,0
C1829,49,11,5199.41,19,4,0
C1830,41,1,1969.98,115,4,1
C1831,34,15,2638.01,54,2,0
C1832,25,4,9082.85,124,7,1
C1833,40,2,8666.14,81,10,1
C1834,48,29,6092.91,12,9,0
C1835,19,10,2193.71,36,10,0
C1836,51,7,2783.05,166,5,0
C1837,39,20,5985.84,21,7,0
C1838,26,13,7827.34,286,7,1
C1839,9,8,621.14,329,3,0
C1840,23,15,8642.01,102,7,1
C1841,45,3,6491.14,190,1,1
C1842,51,2,2883.94,121,6,1
C1843,32,15,4858.59,195,7,1
C1844,39,12,8055.2,337,10,1
C1845,13,24,1329.77,68,4,0
C1846,25,16,2220.31,41,9,0
C1847,21,11,7805.67,299,1,0
C1848,2,27,6067.67,172,4,0
C1849,60,6,5404.03,320,4,0
C1850,14,18,9261.36,271,2,0
C1851,38,15,4066.64,143,1,0
C1852,25,13,4894.7,280,8,1
C1853,28,27,5086.77,299,6,1
C1854,39,28,131.15,246,8,1
C1855,28,8,5670.21,41,4,0
C1856,45,8,3269.34,20,9,0
C1857,4,22,2850.45,150,4,0
C1858,12,15,580.3,71,5,0
C1859,22,24,1548.09,288,6,1
C1860,5,2,6035.62,130,7,1
C1861,53,21,1672.94,244,4,0
C1862,30,11,9802.42,315,3,0
C1863,60,9,3849.21,4,3,0
C1864,11,18,9409.25,16,3,0
C1865,34,20,6112.65,59,10,0
C1866,36,21,6484.95,274,7,1
C1867,31,15,54.22,241,5,1
C1868,13,19,6557.78,320,3,0
C1869,39,21,1774.76,166,6,1
C1870,29,27,6138.98,245,4,0
C1871,52,13,8154.0,48,7,0
C1872,5,17,4062.39,209,6,1
C1873,47,15,7361.47,271,6,1
C1874,5,13,9025.26,116,8,1
C1875,26,7,7921.65,62,3,1
C1876,13,5,7455.01,210,2,0
C1877,53,20,5181.35,156,0,0
C1878,26,13,3694.36,142,9,1
C1879,32,15,351.64,161,3,0
C1880,18,26,2522.02,132,9,1
C1881,42,11,2908.28,68,1,0
C1882,25,6,531.55,277,10,1
C1883,3,28,808.75,91,8,1
C1884,40,8,8972.5,260,2,0
C1885,59,1,7909.07,302,2,1
C1886,53,1,3585.74,198,5,1
C1887,2,10,6348.2,205,8,1
C1888,28,20,4216.72,21,0,0
C1889,39,6,8771.72,97,1,0
C1890,21,5,8071.16,8,4,0
C1891,8,30,3166.94,234,5,0
C1892,18,23,8025.16,237,6,1
C1893,34,14,9761.8,48,10,0
C1894,31,15,8151.02,293,3,0
C1895,15,8,8298.2,224,9,1
C1896,20,29,1589.15,48,8,0
C1897,51,11,4505.09,194,1,0
C1898,53,23,6701.44,90,9,0
C1899,59,23,7724.73,28,6,0
C1900,1,7,824.24,158,1,0
C1901,57,16,8883.06,343,2,0
C1902,24,27,1448.51,131,10,1
C1903,28,12,7026.34,186,4,0
C1904,5,5,8191.16,32,3,0
C1905,35,9,7387.4,211,7,1
C1906,44,6,4384.15,155,10,1
C1907,4,3,8733.26,263,9,1
C1908,12,23,9857.38,309,1,0
C1909,44,7,8282.18,109,5,0
C1910,41,9,8264.24,176,10,1
C1911,46,27,4326.27,273,10,1
C1912,56,14,8070.73,332,0,0
C1913,33,3,8365.1,128,8,1
C1914,19,23,4573.47,171,1,0
C1915,49,9,7757.45,238,10,1
C1916,18,20,927.69,163,0,0
C1917,57,18,8852.73,71,10,0
C1918,49,12,6732.62,162,4,0
C1919,23,3,1354.84,206,9,1
C1920,2,22,6291.97,221,1,0
C1921,51,24,3520.34,304,7,1
C1922,14,21,4424.31,169,3,0
C1923,15,4,3190.16,140,6,1
C1924,20,8,9660.91,306,4,0
C1925,54,25,1320.74,9,5,0
C1926,2,2,5865.35,85,3,0
C1927,23,30,9252.43,242,8,1
C1928,32,8,200.17,176,10,1
C1929,13,19,318.37,20,3,0
C1930,41,24,7647.52,108,2,0
C1931,11,29,3914.26,13,5,0
C1932,50,23,3708.52,178,6,1
C1933,53,5,8886.72,155,9,1
C1934,32,12,3876.39,177,7,1
C1935,35,23,2235.42,118,9,1
C1936,16,20,5825.49,149,3,0
C1937,38,22,3543.48,277,8,1
C1938,33,12,7630.5,281,7,1
C1939,34,30,1908.73,272,0,0
C1940,37,11,4848.85,261,3,0
C1941,34,7,170.57,37,8,0
C1942,28,27,3645.59,330,9,1
C1943,55,25,6820.12,150,6,1
C1944,49,26,6368.63,10,7,0
C1945,22,28,4224.57,343,5,0
C1946,25,21,4704.19,108,2,0
C1947,35,26,6406.7,229,5,0
C1948,53,11,581.87,297,8,1
C1949,56,2,6662.08,18,7,1
C1950,22,29,9816.04,65,0,0
C1951,51,29,5874.93,25,7,0
C1952,14,19,257.65,205,4,0
C1953,17,16,9956.33,98,9,1
C1954,11,2,1533.0,323,4,1
C1955,53,29,7801.41,7,10,0
C1956,41,4,5762.86,42,8,1
C1957,42,20,7502.55,1,1,0
C1958,4,25,1998.79,204,7,1
C1959,59,6,6123.72,333,1,0
C1960,40,26,6320.47,65,6,0
C1961,41,25,9820.18,213,10,1
C1962,27,9,4859.99,15,7,0
C1963,15,12,1870.36,175,6,1
C1964,24,5,9887.04,363,0,0
C1965,7,22,9015.84,99,0,0
C1966,5,24,3893.25,326,8,1
C1967,15,6,951.26,82,9,0
C1968,4,27,9549.81,152,1,0
C1969,25,29,3806.62,357,4,0
C1970,3,18,3809.0,152,2,0
C1971,43,8,1009.41,252,2,0
C1972,55,10,3850.75,130,4,0
C1973,3,13,530.03,202,0,0
C1974,42,8,4939.87,233,8,1
C1975,35,29,6204.66,38,4,0
C1976,8,2,646.63,83,9,1
C1977,2,17,6623.99,242,9,1
C1978,52,27,5353.98,24,1,0
C1979,30,2,7361.76,201,4,1
C1980,30,21,8705.46,220,5,0
C1981,24,15,7575.64,231,9,1
C1982,2,29,2291.47,116,6,1
C1983,41,15,8713.31,164,10,1
C1984,38,25,7292.75,144,7,1
C1985,60,20,9772.79,11,9,0
C1986,46,20,5860.56,321,3,0
C1987,31,17,2859.43,206,5,0
C1988,50,2,5403.57,148,5,1
C1989,54,7,1976.29,109,0,0
C1990,53,18,1782.27,238,0,1
C1991,10,13,9531.96,240,5,0
C1992,29,12,2063.09,363,9,1
C1993,28,26,2941.61,365,1,0
C1994,14,17,1438.04,42,1,0
C1995,53,5,8210.94,325,3,0
C1996,54,26,3522.13,84,1,0
C1997,12,13,9568.74,351,3,0
C1998,35,25,9073.48,133,8,1
C1999,60,27,8146.22,327,0,0
C2000,45,17,7149.14,356,1,0
